1,Human,0.949333,0.6,0.954054,0.15,0.994366,0.949333,0.6,0.954054,0.15,0.994366,0.944,0.4,0.951351,0.1,0.991549,
2,Human,0.954667,0.8,0.956757,0.2,0.997183,0.949333,0.6,0.954054,0.15,0.994366,0.938667,0.2,0.948649,0.05,0.988732,
3,Human,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,
4,Human,0.944,0.4,0.951351,0.1,0.991549,0.944,0.4,0.951351,0.1,0.991549,0.933333,0,0.945946,0,0.985915,
5,Human,0.944,0.4,0.951351,0.1,0.991549,0.944,0.4,0.951351,0.1,0.991549,0.944,0.4,0.951351,0.1,0.991549,
6,Human,0.949333,0.6,0.954054,0.15,0.994366,0.949333,0.6,0.954054,0.15,0.994366,0.949333,0.6,0.954054,0.15,0.994366,
7,Human,0.949333,0.6,0.954054,0.15,0.994366,0.949333,0.6,0.954054,0.15,0.994366,0.949333,0.6,0.954054,0.15,0.994366,
8,Human,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,0.944,0.4,0.951351,0.1,0.991549,
9,Human,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,
10,Human,0.944,0.4,0.951351,0.1,0.991549,0.944,0.4,0.951351,0.1,0.991549,0.944,0.4,0.951351,0.1,0.991549,
11,Human,0.949333,0.6,0.954054,0.15,0.994366,0.944,0.4,0.951351,0.1,0.991549,0.944,0.4,0.951351,0.1,0.991549,
12,Human,0.949333,0.6,0.954054,0.15,0.994366,0.949333,0.6,0.954054,0.15,0.994366,0.938667,0.2,0.948649,0.05,0.988732,
13,Human,0.933333,0,0.945946,0,0.985915,0.933333,0,0.945946,0,0.985915,0.938667,0.2,0.948649,0.05,0.988732,
14,Human,0.933333,0,0.945946,0,0.985915,0.933333,0,0.945946,0,0.985915,0.938667,0.2,0.948649,0.05,0.988732,
15,Human,0.933333,0,0.945946,0,0.985915,0.933333,0,0.945946,0,0.985915,0.938667,0.2,0.948649,0.05,0.988732,
16,Human,0.933333,0,0.945946,0,0.985915,0.933333,0,0.945946,0,0.985915,0.938667,0.2,0.948649,0.05,0.988732,
17,Human,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,0.933333,0,0.945946,0,0.985915,
18,Human,0.933333,0,0.945946,0,0.985915,0.933333,0,0.945946,0,0.985915,0.938667,0.2,0.948649,0.05,0.988732,
19,Human,0.949333,0.6,0.954054,0.15,0.994366,0.949333,0.6,0.954054,0.15,0.994366,0.938667,0.2,0.948649,0.05,0.988732,
20,Human,0.949333,0.6,0.954054,0.15,0.994366,0.944,0.4,0.951351,0.1,0.991549,0.949333,0.6,0.954054,0.15,0.994366,
21,Cup,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.96,0.8,0.962162,0.222222,0.997199,
22,Cup,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.944,0.2,0.954054,0.0555556,0.988796,
23,Cup,0.954667,0.6,0.959459,0.166667,0.994398,0.965333,1,0.964865,0.277778,1,0.944,0.2,0.954054,0.0555556,0.988796,
24,Cup,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.96,0.8,0.962162,0.222222,0.997199,
26,Cup,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.96,0.8,0.962162,0.222222,0.997199,
27,Cup,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.96,0.8,0.962162,0.222222,0.997199,
28,Cup,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.954667,0.6,0.959459,0.166667,0.994398,
29,Cup,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.954667,0.6,0.959459,0.166667,0.994398,
30,Cup,0.944,0.2,0.954054,0.0555556,0.988796,0.938667,0,0.951351,0,0.985994,0.944,0.2,0.954054,0.0555556,0.988796,
31,Cup,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.949333,0.4,0.956757,0.111111,0.991597,
32,Cup,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.954667,0.6,0.959459,0.166667,0.994398,
33,Cup,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.954667,0.6,0.959459,0.166667,0.994398,
34,Cup,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.944,0.2,0.954054,0.0555556,0.988796,
35,Cup,0.944,0.2,0.954054,0.0555556,0.988796,0.949333,0.4,0.956757,0.111111,0.991597,0.938667,0,0.951351,0,0.985994,
36,Cup,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.938667,0,0.951351,0,0.985994,
37,Cup,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.949333,0.4,0.956757,0.111111,0.991597,
38,Cup,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.954667,0.6,0.959459,0.166667,0.994398,
40,Cup,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.949333,0.4,0.956757,0.111111,0.991597,
41,Glass,0.954667,0.6,0.959459,0.166667,0.994398,0.954667,0.6,0.959459,0.166667,0.994398,0.954667,0.6,0.959459,0.166667,0.994398,
42,Glass,0.949333,0.4,0.956757,0.111111,0.991597,0.96,0.8,0.962162,0.222222,0.997199,0.944,0.2,0.954054,0.0555556,0.988796,
43,Glass,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.954667,0.6,0.959459,0.166667,0.994398,
44,Glass,0.954667,0.6,0.959459,0.166667,0.994398,0.954667,0.6,0.959459,0.166667,0.994398,0.954667,0.6,0.959459,0.166667,0.994398,
45,Glass,0.949333,0.4,0.956757,0.111111,0.991597,0.954667,0.6,0.959459,0.166667,0.994398,0.944,0.2,0.954054,0.0555556,0.988796,
46,Glass,0.954667,0.6,0.959459,0.166667,0.994398,0.954667,0.6,0.959459,0.166667,0.994398,0.938667,0,0.951351,0,0.985994,
48,Glass,0.96,0.8,0.962162,0.222222,0.997199,0.965333,1,0.964865,0.277778,1,0.938667,0,0.951351,0,0.985994,
49,Glass,0.965333,1,0.964865,0.277778,1,0.965333,1,0.964865,0.277778,1,0.954667,0.6,0.959459,0.166667,0.994398,
50,Glass,0.954667,0.6,0.959459,0.166667,0.994398,0.954667,0.6,0.959459,0.166667,0.994398,0.954667,0.6,0.959459,0.166667,0.994398,
51,Glass,0.954667,0.6,0.959459,0.166667,0.994398,0.954667,0.6,0.959459,0.166667,0.994398,0.949333,0.4,0.956757,0.111111,0.991597,
52,Glass,0.96,0.8,0.962162,0.222222,0.997199,0.96,0.8,0.962162,0.222222,0.997199,0.944,0.2,0.954054,0.0555556,0.988796,
53,Glass,0.96,0.8,0.962162,0.222222,0.997199,0.96,0.8,0.962162,0.222222,0.997199,0.949333,0.4,0.956757,0.111111,0.991597,
54,Glass,0.954667,0.6,0.959459,0.166667,0.994398,0.954667,0.6,0.959459,0.166667,0.994398,0.954667,0.6,0.959459,0.166667,0.994398,
55,Glass,0.954667,0.6,0.959459,0.166667,0.994398,0.954667,0.6,0.959459,0.166667,0.994398,0.954667,0.6,0.959459,0.166667,0.994398,
56,Glass,0.944,0.2,0.954054,0.0555556,0.988796,0.944,0.2,0.954054,0.0555556,0.988796,0.944,0.2,0.954054,0.0555556,0.988796,
57,Glass,0.954667,0.6,0.959459,0.166667,0.994398,0.954667,0.6,0.959459,0.166667,0.994398,0.96,0.8,0.962162,0.222222,0.997199,
59,Glass,0.954667,0.6,0.959459,0.166667,0.994398,0.96,0.8,0.962162,0.222222,0.997199,0.949333,0.4,0.956757,0.111111,0.991597,
60,Glass,0.954667,0.6,0.959459,0.166667,0.994398,0.954667,0.6,0.959459,0.166667,0.994398,0.949333,0.4,0.956757,0.111111,0.991597,
61,Airplane,0.944,0.4,0.951351,0.1,0.991549,0.944,0.4,0.951351,0.1,0.991549,0.938667,0.2,0.948649,0.05,0.988732,
62,Airplane,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,
63,Airplane,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,
64,Airplane,0.96,1,0.959459,0.25,1,0.96,1,0.959459,0.25,1,0.944,0.4,0.951351,0.1,0.991549,
65,Airplane,0.96,1,0.959459,0.25,1,0.96,1,0.959459,0.25,1,0.938667,0.2,0.948649,0.05,0.988732,
66,Airplane,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,
67,Airplane,0.96,1,0.959459,0.25,1,0.96,1,0.959459,0.25,1,0.944,0.4,0.951351,0.1,0.991549,
68,Airplane,0.954667,0.8,0.956757,0.2,0.997183,0.954667,0.8,0.956757,0.2,0.997183,0.938667,0.2,0.948649,0.05,0.988732,
69,Airplane,0.96,1,0.959459,0.25,1,0.96,1,0.959459,0.25,1,0.944,0.4,0.951351,0.1,0.991549,
70,Airplane,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,0.949333,0.6,0.954054,0.15,0.994366,
71,Airplane,0.944,0.4,0.951351,0.1,0.991549,0.944,0.4,0.951351,0.1,0.991549,0.938667,0.2,0.948649,0.05,0.988732,
72,Airplane,0.96,1,0.959459,0.25,1,0.96,1,0.959459,0.25,1,0.938667,0.2,0.948649,0.05,0.988732,
73,Airplane,0.96,1,0.959459,0.25,1,0.96,1,0.959459,0.25,1,0.938667,0.2,0.948649,0.05,0.988732,
74,Airplane,0.949333,0.6,0.954054,0.15,0.994366,0.949333,0.6,0.954054,0.15,0.994366,0.944,0.4,0.951351,0.1,0.991549,
75,Airplane,0.96,1,0.959459,0.25,1,0.96,1,0.959459,0.25,1,0.944,0.4,0.951351,0.1,0.991549,
76,Airplane,0.938667,0.2,0.948649,0.05,0.988732,0.944,0.4,0.951351,0.1,0.991549,0.938667,0.2,0.948649,0.05,0.988732,
77,Airplane,0.96,1,0.959459,0.25,1,0.96,1,0.959459,0.25,1,0.933333,0,0.945946,0,0.985915,
78,Airplane,0.96,1,0.959459,0.25,1,0.96,1,0.959459,0.25,1,0.938667,0.2,0.948649,0.05,0.988732,
79,Airplane,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,
80,Airplane,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,0.938667,0.2,0.948649,0.05,0.988732,
81,Ant,0.944,0.4,0.951351,0.1,0.991549,0.944,0.4,0.951351,0.1,0.991549,0.944,0.4,0.951351,0.1,0.991549,
82,Ant,0.96,1,0.959459,0.25,1,0.96,1,0.959459,0.25,1,0.96,1,0.959459,0.25,1,
83,Ant,0.949333,0.6,0.954054,0.15,0.994366,0.949333,0.6,0.954054,0.15,0.994366,0.96,1,0.959459,0.25,1,
84,Ant,0.954667,0.8,0.956757,0.2,0.997183,0.949333,0.6,0.954054,0.15,0.994366,0.954667,0.8,0.956757,0.2,0.997183,
85,Ant,0.944,0.4,0.951351,0.1,0.991549,0.949333,0.6,0.954054,0.15,0.994366,0.944,0.4,0.951351,0.1,0.991549,
86,Ant,0.949333,0.6,0.954054,0.15,0.994366,0.954667,0.8,0.956757,0.2,0.997183,0.949333,0.6,0.954054,0.15,0.994366,
87,Ant,0.96,1,0.959459,0.25,1,0.96,1,0.959459,0.25,1,0.944,0.4,0.951351,0.1,0.991549,
88,Ant,0.96,1,0.959459,0.25,1,0.96,1,0.959459,0.25,1,0.954667,0.8,0.956757,0.2,0.997183,
89,Ant,0.944,0.4,0.951351,0.1,0.991549,0.944,0.4,0.951351,0.1,0.991549,0.954667,0.8,0.956757,0.2,0.997183,
90,Ant,0.949333,0.6,0.954054,0.15,0.994366,0.954667,0.8,0.956757,0.2,0.997183,0.949333,0.6,0.954054,0.15,0.994366,
91,Ant,0.96,1,0.959459,0.25,1,0.96,1,0.959459,0.25,1,0.949333,0.6,0.954054,0.15,0.994366,
92,Ant,0.944,0.4,0.951351,0.1,0.991549,0.944,0.4,0.951351,0.1,0.991549,0.949333,0.6,0.954054,0.15,0.994366,
93,Ant,0.954667,0.8,0.956757,0.2,0.997183,0.954667,0.8,0.956757,0.2,0.997183,0.949333,0.6,0.954054,0.15,0.994366,
